transcriptid	foldchange.1	foldchange.2	DEstatus.1	DEstatus.2
NM_178199.2	1	1	FALSE	FALSE
NM_146541.2	1	1	FALSE	FALSE
NM_001011820.1	1	1	FALSE	FALSE
NM_178183.2	2	1	TRUE	FALSE
NM_146543.2	1	1	FALSE	FALSE
NM_178200.2	1	1	FALSE	FALSE
NM_146542.2	1	1	FALSE	FALSE
NM_178211.2	1	1	FALSE	FALSE
NM_178210.2	1	1	FALSE	FALSE
NM_178206.2	1	1	FALSE	FALSE
NM_175657.2	1	2	FALSE	TRUE
NM_178184.2	1	1	FALSE	FALSE
NM_178185.2	1	1	FALSE	FALSE
NM_001110555.1	1	1	FALSE	FALSE
NM_001290466.1	1	1	FALSE	FALSE
NM_020034.2	1	1	FALSE	FALSE
NM_001195421.1	1	1	FALSE	FALSE
NM_001097979.2	1	1	FALSE	FALSE
NM_001313880.1	2	1	TRUE	FALSE
NM_001177544.2	1	6	FALSE	TRUE
NM_178202.2	2	1	TRUE	FALSE
NM_001313878.1	3	1	TRUE	FALSE
NM_178207.2	1	1	FALSE	FALSE
NM_001162929.1	1	1	FALSE	FALSE
NM_001162928.1	1	1	FALSE	FALSE
NM_183014.1	1	1	FALSE	FALSE
NM_019429.2	1	1	FALSE	FALSE
NR_035500.1	1	1	FALSE	FALSE
NM_178186.3	1	1	FALSE	FALSE
NM_175659.2	1	1	FALSE	FALSE
NM_178198.2	1	1	FALSE	FALSE
NM_145850.1	1	1	FALSE	FALSE
NM_145844.1	1	1	FALSE	FALSE
NM_175665.2	1	1	FALSE	FALSE
NM_175656.3	1	1	FALSE	FALSE
NM_145849.1	1	1	FALSE	FALSE
NM_134225.1	1	1	FALSE	FALSE
NM_134223.2	1	1	FALSE	FALSE
NM_145845.1	1	1	FALSE	FALSE
NM_001080972.1	1	1	FALSE	FALSE
NM_134244.1	1	1	FALSE	FALSE
NM_134220.1	1	1	FALSE	FALSE
NM_134212.1	1	1	FALSE	FALSE
NM_001167541.1	1	1	FALSE	FALSE
NM_134213.1	1	1	FALSE	FALSE
NM_134224.1	1	1	FALSE	FALSE
NM_134211.2	1	2	FALSE	TRUE
NM_134221.1	2	1	TRUE	FALSE
NM_134236.1	2	1	TRUE	FALSE
NM_134217.1	1	1	FALSE	FALSE
NM_134216.1	1	3	FALSE	TRUE
NM_001045544.1	2	1	TRUE	FALSE
NM_134218.1	1	1	FALSE	FALSE
NM_001166709.1	1	1	FALSE	FALSE
NM_001013787.1	1	1	FALSE	FALSE
NM_134235.1	2	1	TRUE	FALSE
NM_134241.1	1	1	FALSE	FALSE
NM_134243.1	1	1	FALSE	FALSE
NM_134214.1	1	1	FALSE	FALSE
NM_134215.1	1	1	FALSE	FALSE
NM_134219.1	1	1	FALSE	FALSE
NM_134245.1	1	1	FALSE	FALSE
NM_134239.1	1	1	FALSE	FALSE
NM_134222.1	1	1	FALSE	FALSE
NM_134238.1	1	1	FALSE	FALSE
NM_134237.1	1	1	FALSE	FALSE
NM_001167542.1	1	1	FALSE	FALSE
NR_126443.1	1	1	FALSE	FALSE
NR_126444.1	1	1	FALSE	FALSE
NM_134240.1	1	1	FALSE	FALSE
NR_046038.1	1	1	FALSE	FALSE
NM_001083311.1	1	1	FALSE	FALSE
NM_013924.3	1	1	FALSE	FALSE
NM_001286156.1	1	1	FALSE	FALSE
NM_001286155.1	1	1	FALSE	FALSE
NM_172586.4	1	1	FALSE	FALSE
NM_001111107.2	1	1	FALSE	FALSE
NR_015492.1	2	1	TRUE	FALSE
NM_153173.4	1	1	FALSE	FALSE
NM_178187.4	1	1	FALSE	FALSE
NM_178205.2	3	1	TRUE	FALSE
NM_178204.2	1	1	FALSE	FALSE
NM_178197.2	1	1	FALSE	FALSE
NM_178196.4	1	1	FALSE	FALSE
NM_145713.4	1	1	FALSE	FALSE
NM_175661.2	1	1	FALSE	FALSE
NM_175655.2	1	1	FALSE	FALSE
NM_175654.2	1	1	FALSE	FALSE
NM_001289615.1	1	1	FALSE	FALSE
NM_178188.4	1	1	FALSE	FALSE
NM_001290530.1	1	1	FALSE	FALSE
NM_175938.3	1	1	FALSE	FALSE
NM_145073.2	3	1	TRUE	FALSE
NM_013548.4	1	1	FALSE	FALSE
NM_001289614.1	1	1	FALSE	FALSE
NM_178195.2	1	1	FALSE	FALSE
NM_023422.3	1	1	FALSE	FALSE
NM_015787.4	1	1	FALSE	FALSE
NM_010424.5	1	1	FALSE	FALSE
NM_010377.3	1	1	FALSE	FALSE
NM_178208.2	1	1	FALSE	FALSE
NM_001290380.1	1	1	FALSE	FALSE
NM_178189.5	2	1	TRUE	FALSE
NM_001347493.1	2	2	TRUE	TRUE
NM_175660.3	1	1	FALSE	FALSE
NM_030609.3	1	1	FALSE	FALSE
NM_178193.2	1	1	FALSE	FALSE
NM_178203.2	1	1	FALSE	FALSE
NM_178192.2	1	1	FALSE	FALSE
NM_175653.2	1	1	FALSE	FALSE
NM_175664.3	1	1	FALSE	FALSE
NM_015786.3	1	1	FALSE	FALSE
NM_013550.5	1	1	FALSE	FALSE
NM_144836.2	1	1	FALSE	FALSE
NM_001029935.2	1	1	FALSE	FALSE
NM_175663.2	1	1	FALSE	FALSE
NM_009198.3	1	1	FALSE	FALSE
NM_175658.2	1	1	FALSE	FALSE
NM_001170638.1	1	1	FALSE	FALSE
NM_177016.3	3	1	TRUE	FALSE
NR_121611.1	1	1	FALSE	FALSE
NM_001284520.1	1	1	FALSE	FALSE
NM_007717.5	1	1	FALSE	FALSE
NR_024599.1	1	1	FALSE	FALSE
NM_020567.2	1	1	FALSE	FALSE
NM_024473.3	1	1	FALSE	FALSE
NM_025790.2	1	1	FALSE	FALSE
NM_019551.2	1	1	FALSE	FALSE
NM_001081051.2	1	1	FALSE	FALSE
NR_131787.2	1	1	FALSE	FALSE
NR_045182.1	1	1	FALSE	FALSE
NM_001013389.2	1	2	FALSE	TRUE
NR_102323.1	1	1	FALSE	FALSE
NM_008156.2	1	1	FALSE	FALSE
NM_172532.3	1	1	FALSE	FALSE
NM_001195617.1	1	1	FALSE	FALSE
NM_009513.2	2	1	TRUE	FALSE
NR_045933.1	1	3	FALSE	TRUE
NM_008232.3	1	2	FALSE	TRUE
NM_001163530.1	1	1	FALSE	FALSE
NM_001205322.1	1	1	FALSE	FALSE
NR_039552.1	1	1	FALSE	FALSE
NM_011164.2	1	1	FALSE	FALSE
NM_008864.3	1	1	FALSE	FALSE
NM_172155.2	1	1	FALSE	FALSE
NM_013766.2	1	1	FALSE	FALSE
NM_008865.3	1	1	FALSE	FALSE
NM_001163218.1	1	1	FALSE	FALSE
NM_172156.2	1	3	FALSE	TRUE
NM_025532.3	1	1	FALSE	FALSE
NM_010088.2	1	1	FALSE	FALSE
NM_011166.2	3	3	TRUE	TRUE
NM_001289919.1	1	1	FALSE	FALSE
NM_001271379.1	1	1	FALSE	FALSE
NM_011167.3	1	1	FALSE	FALSE
NM_023741.2	3	1	TRUE	FALSE
NM_001271378.1	1	1	FALSE	FALSE
NR_073166.1	1	1	FALSE	FALSE
NM_001311125.1	1	1	FALSE	FALSE
NM_028477.2	1	1	FALSE	FALSE
NM_001164058.1	1	1	FALSE	FALSE
NM_029355.2	1	1	FALSE	FALSE
NM_023332.4	1	1	FALSE	FALSE
NM_008930.2	1	1	FALSE	FALSE
NM_001316721.1	1	1	FALSE	FALSE
NM_026206.2	1	1	FALSE	FALSE
NM_011120.2	1	1	FALSE	FALSE
NM_011168.4	1	1	FALSE	FALSE
NM_001045532.2	1	1	FALSE	FALSE
NM_019991.1	1	1	FALSE	FALSE
NM_011165.3	1	1	FALSE	FALSE
NM_023746.4	1	1	FALSE	FALSE
NR_105787.1	1	1	FALSE	FALSE
NM_009238.2	1	1	FALSE	FALSE
NR_045077.1	1	5	FALSE	TRUE
NR_045075.1	1	5	FALSE	TRUE
NR_045074.1	1	1	FALSE	FALSE
NR_045073.1	1	1	FALSE	FALSE
NM_001308486.1	1	1	FALSE	FALSE
NM_001289920.1	1	1	FALSE	FALSE
NM_010093.3	1	1	FALSE	FALSE
NM_177322.3	1	1	FALSE	FALSE
NM_025710.2	1	1	FALSE	FALSE
NR_045975.1	1	1	FALSE	FALSE
NM_013674.2	1	1	FALSE	FALSE
NM_001347508.1	1	1	FALSE	FALSE
NM_153072.2	1	2	FALSE	TRUE
NR_045957.1	1	1	FALSE	FALSE
NR_029439.1	3	1	TRUE	FALSE
NM_008239.4	1	1	FALSE	FALSE
NM_010225.2	1	1	FALSE	FALSE
NM_008592.2	1	1	FALSE	FALSE
NM_030215.3	3	1	TRUE	FALSE
NM_025429.2	1	1	FALSE	FALSE
NM_173051.2	1	1	FALSE	FALSE
NM_011454.1	1	1	FALSE	FALSE
NM_009256.3	1	1	FALSE	FALSE
NM_173052.2	1	1	FALSE	FALSE
NM_011453.6	1	1	FALSE	FALSE
NM_001164524.1	1	1	FALSE	FALSE
NM_011460.2	3	1	TRUE	FALSE
NM_011456.2	1	1	FALSE	FALSE
NM_183197.1	1	1	FALSE	FALSE
NM_011455.3	4	1	TRUE	FALSE
NM_001300892.1	1	1	FALSE	FALSE
NR_131141.1	1	1	FALSE	FALSE
NR_131140.1	1	4	FALSE	TRUE
NM_001076790.2	1	1	FALSE	FALSE
NM_148942.2	1	1	FALSE	FALSE
NM_001164118.1	1	1	FALSE	FALSE
NM_001164117.1	1	1	FALSE	FALSE
NM_009254.3	1	1	FALSE	FALSE
NM_001045535.2	1	2	FALSE	TRUE
NM_020282.3	1	1	FALSE	FALSE
NM_001163241.1	1	1	FALSE	FALSE
NM_009450.2	1	1	FALSE	FALSE
NM_026512.1	1	1	FALSE	FALSE
NM_001163239.1	1	1	FALSE	FALSE
NM_009068.3	1	1	FALSE	FALSE
NM_001163242.1	1	1	FALSE	FALSE
NM_001110515.2	1	1	FALSE	FALSE
NM_023716.2	1	1	FALSE	FALSE
NM_001101430.2	2	1	TRUE	FALSE
NR_046184.1	1	1	FALSE	FALSE
NM_025831.3	1	1	FALSE	FALSE
NR_105041.1	1	1	FALSE	FALSE
NM_138746.2	1	1	FALSE	FALSE
NM_011868.3	1	1	FALSE	FALSE
NR_073427.1	1	1	FALSE	FALSE
NM_027967.1	1	5	FALSE	TRUE
NM_013830.2	1	1	FALSE	FALSE
NM_001110331.1	1	1	FALSE	FALSE
NM_026947.4	1	1	FALSE	FALSE
NM_025750.3	1	1	FALSE	FALSE
NR_045616.1	1	1	FALSE	FALSE
NR_126478.1	1	1	FALSE	FALSE
NM_145938.4	1	1	FALSE	FALSE
NM_029628.1	1	1	FALSE	FALSE
NM_153529.2	1	1	FALSE	FALSE
NM_001177869.1	1	1	FALSE	FALSE
NM_025965.3	1	1	FALSE	FALSE
NR_033218.1	1	1	FALSE	FALSE
NM_024242.3	1	1	FALSE	FALSE
NM_026382.2	1	1	FALSE	FALSE
NM_023842.2	1	1	FALSE	FALSE
NM_145367.4	1	1	FALSE	FALSE
NM_001289599.1	1	1	FALSE	FALSE
NM_001289598.1	1	1	FALSE	FALSE
NR_131033.1	1	1	FALSE	FALSE
NM_025380.2	3	1	TRUE	FALSE
NM_139063.1	1	1	FALSE	FALSE
NM_134060.4	1	1	FALSE	FALSE
NM_001170431.1	1	1	FALSE	FALSE
NM_001170430.1	1	2	FALSE	TRUE
NR_131019.1	1	1	FALSE	FALSE
NM_001122948.2	1	1	FALSE	FALSE
NM_011547.4	1	1	FALSE	FALSE
NM_001301674.1	1	1	FALSE	FALSE
NR_125899.1	1	1	FALSE	FALSE
NM_026550.3	4	1	TRUE	FALSE
NM_025387.3	3	1	TRUE	FALSE
NM_133219.1	1	1	FALSE	FALSE
NM_008104.2	1	1	FALSE	FALSE
NM_019423.2	1	1	FALSE	FALSE
NM_001135577.2	1	1	FALSE	FALSE
NM_001311121.1	1	1	FALSE	FALSE
NM_017464.5	1	1	FALSE	FALSE
NM_001163572.1	1	2	FALSE	TRUE
NR_033545.1	1	1	FALSE	FALSE
NM_010104.4	1	1	FALSE	FALSE
NM_001252639.1	1	1	FALSE	FALSE
NM_001252640.1	1	1	FALSE	FALSE
NM_025935.3	1	1	FALSE	FALSE
NM_001005748.2	1	1	FALSE	FALSE
NM_023554.2	1	1	FALSE	FALSE
NM_019930.2	1	1	FALSE	FALSE
NM_001081059.3	2	1	TRUE	FALSE
NR_046022.1	1	1	FALSE	FALSE
NM_009856.3	1	1	FALSE	FALSE
NM_001289915.1	1	1	FALSE	FALSE
NR_045285.1	1	1	FALSE	FALSE
NR_045088.1	1	1	FALSE	FALSE
NR_045489.1	2	1	TRUE	FALSE
NM_153789.3	1	1	FALSE	FALSE
NM_025508.5	1	1	FALSE	FALSE
NM_001005422.1	1	1	FALSE	FALSE
NM_001081425.1	1	1	FALSE	FALSE
NM_175749.2	1	1	FALSE	FALSE
NM_001033192.2	2	1	TRUE	FALSE
NM_175340.4	1	1	FALSE	FALSE
NM_016785.2	1	1	FALSE	FALSE
NM_025900.2	1	1	FALSE	FALSE
NR_126083.1	1	1	FALSE	FALSE
NM_001170643.1	1	1	FALSE	FALSE
NR_045156.1	1	3	FALSE	TRUE
NM_031166.2	1	1	FALSE	FALSE
NR_045162.1	1	1	FALSE	FALSE
NR_029725.1	1	1	FALSE	FALSE
NR_029656.1	1	1	FALSE	FALSE
NM_207232.2	1	1	FALSE	FALSE
NR_029731.1	1	1	FALSE	FALSE
NM_001301781.1	1	3	FALSE	TRUE
NM_007526.4	1	1	FALSE	FALSE
NM_011078.3	1	1	FALSE	FALSE
NR_015601.1	1	1	FALSE	FALSE
NM_001290311.1	1	1	FALSE	FALSE
NM_001290313.1	1	1	FALSE	FALSE
NM_029361.4	1	1	FALSE	FALSE
NM_026738.2	1	1	FALSE	FALSE
NM_025491.3	3	1	TRUE	FALSE
NM_028340.1	1	1	FALSE	FALSE
NM_013610.2	1	1	FALSE	FALSE
NM_029791.4	1	1	FALSE	FALSE
NM_001039180.2	1	1	FALSE	FALSE
NM_001039179.2	1	1	FALSE	FALSE
NM_199056.3	1	1	FALSE	FALSE
NM_001276399.1	1	1	FALSE	FALSE
NM_001012324.2	3	1	TRUE	FALSE
NR_075085.1	1	1	FALSE	FALSE
NM_008760.4	1	1	FALSE	FALSE
NM_012050.2	1	1	FALSE	FALSE
NM_172015.3	1	1	FALSE	FALSE
NM_001033438.2	1	4	FALSE	TRUE
NR_045474.1	1	1	FALSE	FALSE
NM_175401.3	1	1	FALSE	FALSE
NR_030647.1	1	1	FALSE	FALSE
NR_030453.1	2	1	TRUE	FALSE
NM_001033400.2	1	1	FALSE	FALSE
NM_001244649.1	1	1	FALSE	FALSE
NM_001033770.1	1	1	FALSE	FALSE
NR_045364.1	1	1	FALSE	FALSE
NR_029463.1	1	1	FALSE	FALSE
NM_029173.4	1	1	FALSE	FALSE
NR_132443.1	1	1	FALSE	FALSE
NM_011462.3	1	1	FALSE	FALSE
NM_010101.4	1	2	FALSE	TRUE
NM_029279.2	1	1	FALSE	FALSE
NM_025415.3	1	1	FALSE	FALSE
NM_001308448.1	1	3	FALSE	TRUE
NM_011817.2	1	1	FALSE	FALSE
NR_045061.1	1	1	FALSE	FALSE
NM_001024474.2	1	1	FALSE	FALSE
NM_001198977.1	1	1	FALSE	FALSE
NM_011518.2	1	1	FALSE	FALSE
NR_046069.1	1	1	FALSE	FALSE
NR_027893.1	1	1	FALSE	FALSE
NM_016709.2	1	1	FALSE	FALSE
NM_017373.3	1	1	FALSE	FALSE
NM_013601.2	1	1	FALSE	FALSE
NR_037991.1	1	1	FALSE	FALSE
NR_131010.1	1	1	FALSE	FALSE
NR_131079.1	1	1	FALSE	FALSE
NM_010076.3	1	1	FALSE	FALSE
NM_027324.5	1	2	FALSE	TRUE
NM_001291801.1	1	3	FALSE	TRUE
NM_008286.2	2	3	TRUE	TRUE
NM_001010973.2	1	1	FALSE	FALSE
NM_009946.3	1	2	FALSE	TRUE
NM_028597.3	1	1	FALSE	FALSE
NM_025933.3	1	1	FALSE	FALSE
NM_001252646.1	1	1	FALSE	FALSE
NM_178605.4	1	1	FALSE	FALSE
NM_028870.4	1	1	FALSE	FALSE
NM_019968.2	1	1	FALSE	FALSE
NM_001252645.1	1	1	FALSE	FALSE
NM_133797.4	1	1	FALSE	FALSE
NM_001252648.1	1	5	FALSE	TRUE
NM_001252647.1	1	1	FALSE	FALSE
NM_001347512.1	1	1	FALSE	FALSE
NM_001033364.3	1	1	FALSE	FALSE
NM_033610.2	1	1	FALSE	FALSE
NM_134064.2	1	1	FALSE	FALSE
NM_001146025.1	3	1	TRUE	FALSE
NM_001146027.1	1	1	FALSE	FALSE
NM_001146026.1	1	1	FALSE	FALSE
NR_027396.1	1	1	FALSE	FALSE
NR_027395.1	1	1	FALSE	FALSE
NM_001316710.1	1	1	FALSE	FALSE
NM_012014.4	1	1	FALSE	FALSE
NM_028841.3	1	1	FALSE	FALSE
NM_001206392.1	4	3	TRUE	TRUE
NM_001206391.1	1	1	FALSE	FALSE
NM_001206390.1	1	5	FALSE	TRUE
NM_153131.3	1	1	FALSE	FALSE
NM_001311128.1	1	1	FALSE	FALSE
NM_001033245.4	1	1	FALSE	FALSE
NM_008011.2	1	1	FALSE	FALSE
NM_012017.2	1	1	FALSE	FALSE
NM_016662.4	1	3	FALSE	TRUE
NM_025828.3	1	1	FALSE	FALSE
NM_021489.3	1	1	FALSE	FALSE
NM_016758.3	1	1	FALSE	FALSE
NM_029303.2	1	1	FALSE	FALSE
NM_011392.2	1	1	FALSE	FALSE
NM_025596.5	1	1	FALSE	FALSE
NM_009000.3	1	1	FALSE	FALSE
NM_145382.4	1	1	FALSE	FALSE
NR_105908.1	1	1	FALSE	FALSE
NR_105910.1	1	1	FALSE	FALSE
NM_001114087.2	1	1	FALSE	FALSE
NM_026131.4	2	1	TRUE	FALSE
NM_013739.2	1	1	FALSE	FALSE
NM_001286064.1	1	1	FALSE	FALSE
NM_001286063.1	1	1	FALSE	FALSE
NM_001177371.1	1	1	FALSE	FALSE
NM_011938.4	1	1	FALSE	FALSE
NM_019813.4	1	1	FALSE	FALSE
NM_001114088.2	1	1	FALSE	FALSE
NM_134059.2	1	1	FALSE	FALSE
NM_001112711.2	1	1	FALSE	FALSE
NR_105909.1	1	1	FALSE	FALSE
NM_001286066.1	1	1	FALSE	FALSE
NM_001177372.1	1	1	FALSE	FALSE
NM_001286065.1	1	1	FALSE	FALSE
NM_001038018.4	3	2	TRUE	TRUE
NM_001030296.4	1	1	FALSE	FALSE
NR_104287.1	1	1	FALSE	FALSE
NM_181278.2	1	1	FALSE	FALSE
NM_026211.3	1	1	FALSE	FALSE
NM_007596.2	1	1	FALSE	FALSE
NM_001282055.1	1	1	FALSE	FALSE
NM_146045.2	1	1	FALSE	FALSE
NM_001311137.1	1	1	FALSE	FALSE
NM_175150.3	1	1	FALSE	FALSE
NM_001252487.1	1	1	FALSE	FALSE
NM_001252488.1	1	1	FALSE	FALSE
NM_029772.4	1	1	FALSE	FALSE
NM_011097.2	1	1	FALSE	FALSE
NM_028281.1	1	1	FALSE	FALSE
NM_001168615.1	2	1	TRUE	FALSE
NM_145976.4	1	1	FALSE	FALSE
NM_010896.2	1	1	FALSE	FALSE
NM_019568.2	1	1	FALSE	FALSE
NM_008373.1	1	2	FALSE	TRUE
NM_177809.4	1	1	FALSE	FALSE
NR_046061.1	1	1	FALSE	FALSE
NM_178674.4	1	1	FALSE	FALSE
NM_010702.2	1	3	FALSE	TRUE
NM_001346732.1	1	1	FALSE	FALSE
NM_001164042.1	1	1	FALSE	FALSE
NM_008541.3	1	1	FALSE	FALSE
NM_001164041.1	1	1	FALSE	FALSE
NR_030544.1	1	1	FALSE	FALSE
NM_029872.1	1	1	FALSE	FALSE
NM_198004.3	1	1	FALSE	FALSE
NR_126543.1	1	1	FALSE	FALSE
NM_001048060.2	1	1	FALSE	FALSE
NM_019832.4	1	1	FALSE	FALSE
NR_105788.1	5	1	TRUE	FALSE
NM_028904.3	1	1	FALSE	FALSE
NM_001168248.1	1	1	FALSE	FALSE
NR_029825.1	1	1	FALSE	FALSE
NM_025279.3	5	1	TRUE	FALSE
NM_027335.1	1	1	FALSE	FALSE
NM_001301340.1	3	1	TRUE	FALSE
NM_001301343.1	1	2	FALSE	TRUE
NM_001301341.1	1	1	FALSE	FALSE
NM_001301345.1	1	1	FALSE	FALSE
NM_001301344.1	1	1	FALSE	FALSE
NR_031761.1	1	1	FALSE	FALSE
NR_045469.1	1	1	FALSE	FALSE
NM_030153.2	1	1	FALSE	FALSE
NR_045633.1	1	1	FALSE	FALSE
NM_028157.2	3	1	TRUE	FALSE
NM_177711.3	1	1	FALSE	FALSE
NM_001167593.1	1	1	FALSE	FALSE
NM_183290.2	2	1	TRUE	FALSE
NR_045977.1	3	1	TRUE	FALSE
NR_015349.2	1	1	FALSE	FALSE
NM_153538.3	1	1	FALSE	FALSE
NM_008086.2	1	1	FALSE	FALSE
NR_036449.1	1	1	FALSE	FALSE
NM_027344.3	1	1	FALSE	FALSE
NM_199148.2	1	1	FALSE	FALSE
NM_001145799.1	1	1	FALSE	FALSE
NM_001145801.1	1	5	FALSE	TRUE
NM_009411.4	1	1	FALSE	FALSE
NM_178098.2	1	1	FALSE	FALSE
NM_007797.1	1	1	FALSE	FALSE
NM_007796.2	1	1	FALSE	FALSE
NM_026429.4	1	1	FALSE	FALSE
NM_012007.1	1	1	FALSE	FALSE
NM_029636.3	3	1	TRUE	FALSE
NM_020284.1	1	1	FALSE	FALSE
NM_021445.1	1	1	FALSE	FALSE
NM_019541.3	1	1	FALSE	FALSE
NR_027871.2	1	2	FALSE	TRUE
NM_019539.3	1	1	FALSE	FALSE
NM_054092.2	1	1	FALSE	FALSE
NM_026906.3	1	1	FALSE	FALSE
NM_022326.3	1	1	FALSE	FALSE
NR_028430.1	1	1	FALSE	FALSE
NM_001039239.2	1	1	FALSE	FALSE
NM_001162910.1	1	1	FALSE	FALSE
NM_178875.4	1	1	FALSE	FALSE
NM_001136496.1	1	1	FALSE	FALSE
NM_001324406.1	1	1	FALSE	FALSE
NM_173381.1	1	1	FALSE	FALSE
NR_030493.1	3	1	TRUE	FALSE
NM_019395.3	1	1	FALSE	FALSE
NM_007994.3	1	1	FALSE	FALSE
NR_037235.1	1	1	FALSE	FALSE
NR_045794.1	1	1	FALSE	FALSE
NR_029575.1	1	1	FALSE	FALSE
NR_029531.1	5	1	TRUE	FALSE
NR_029530.1	1	3	FALSE	TRUE
NR_110520.1	1	1	FALSE	FALSE
NM_001282942.1	1	1	FALSE	FALSE
NM_007985.3	3	1	TRUE	FALSE
NM_001347515.1	1	1	FALSE	FALSE
NM_001347514.1	1	1	FALSE	FALSE
NM_008957.3	1	1	FALSE	FALSE
NM_008291.3	1	1	FALSE	FALSE
NM_019986.3	1	3	FALSE	TRUE
NM_175494.4	1	1	FALSE	FALSE
NM_001001321.3	1	1	FALSE	FALSE
NR_045798.1	1	1	FALSE	FALSE
NM_025370.2	1	2	FALSE	TRUE
NM_009984.4	1	1	FALSE	FALSE
NM_053180.2	1	1	FALSE	FALSE
NM_030047.2	1	1	FALSE	FALSE
NM_133680.3	1	1	FALSE	FALSE
NM_001083901.1	1	1	FALSE	FALSE
NM_001083890.2	1	1	FALSE	FALSE
NM_175290.4	1	1	FALSE	FALSE
NM_146819.2	2	1	TRUE	FALSE
NM_178364.5	1	1	FALSE	FALSE
NM_001177832.1	1	2	FALSE	TRUE
NM_001290196.1	1	1	FALSE	FALSE
NM_183119.3	2	1	TRUE	FALSE
NM_026219.1	1	1	FALSE	FALSE
NM_001177750.1	1	1	FALSE	FALSE
NM_025547.3	1	2	FALSE	TRUE
NM_001166218.1	1	1	FALSE	FALSE
NM_001292066.1	1	1	FALSE	FALSE
NM_001012448.2	1	1	FALSE	FALSE
NR_045851.1	1	1	FALSE	FALSE
NM_001012449.2	1	1	FALSE	FALSE
NM_001012325.2	2	1	TRUE	FALSE
NM_172392.3	1	1	FALSE	FALSE
NM_001013769.1	1	1	FALSE	FALSE
NM_001048204.1	1	1	FALSE	FALSE
NM_001038651.3	2	1	TRUE	FALSE
NM_177622.3	1	1	FALSE	FALSE
NM_001003666.2	1	1	FALSE	FALSE
NR_033540.1	1	2	FALSE	TRUE
NM_001001152.2	1	1	FALSE	FALSE
NM_001076791.2	1	1	FALSE	FALSE
NM_177811.4	1	1	FALSE	FALSE
NM_001080941.1	1	1	FALSE	FALSE
NM_177712.4	1	1	FALSE	FALSE
NM_001007575.2	1	1	FALSE	FALSE
NM_133228.3	1	1	FALSE	FALSE
NR_131100.1	1	1	FALSE	FALSE
NR_131098.1	1	1	FALSE	FALSE
NM_001035231.3	1	1	FALSE	FALSE
NM_001163246.2	1	1	FALSE	FALSE
NR_131099.1	1	1	FALSE	FALSE
NM_145622.2	1	1	FALSE	FALSE
NR_027969.1	1	1	FALSE	FALSE
NM_001001187.3	1	1	FALSE	FALSE
NM_001001130.2	1	1	FALSE	FALSE
NM_198322.3	1	4	FALSE	TRUE
NR_045194.1	1	1	FALSE	FALSE
NM_001001185.3	1	1	FALSE	FALSE
NM_001309374.1	1	1	FALSE	FALSE
NM_001309373.1	1	1	FALSE	FALSE
NM_028402.2	1	1	FALSE	FALSE
NM_001330423.1	1	1	FALSE	FALSE
NM_027035.1	1	1	FALSE	FALSE
NM_172480.3	1	1	FALSE	FALSE
NR_131892.1	4	1	TRUE	FALSE
NM_001308475.1	1	1	FALSE	FALSE
NR_138478.1	1	1	FALSE	FALSE
NM_027123.5	1	1	FALSE	FALSE
NR_138477.1	1	1	FALSE	FALSE
NM_001169131.1	1	1	FALSE	FALSE
NM_198600.2	5	1	TRUE	FALSE
NM_145354.5	1	2	FALSE	TRUE
NM_138596.2	1	1	FALSE	FALSE
NR_138559.1	1	1	FALSE	FALSE
NR_045965.1	1	1	FALSE	FALSE
NR_131156.1	1	1	FALSE	FALSE
NR_036596.1	1	1	FALSE	FALSE
NM_144837.3	1	1	FALSE	FALSE
NR_045934.1	1	1	FALSE	FALSE
NM_029873.1	1	1	FALSE	FALSE
NR_130325.1	1	1	FALSE	FALSE
NR_030701.1	1	1	FALSE	FALSE
NM_010574.3	1	1	FALSE	FALSE
NR_046196.1	1	1	FALSE	FALSE
NR_126459.1	1	1	FALSE	FALSE
NM_010888.2	1	1	FALSE	FALSE
NM_053163.1	1	1	FALSE	FALSE
NR_033306.1	1	1	FALSE	FALSE
NR_045293.1	1	1	FALSE	FALSE
NM_145376.5	1	1	FALSE	FALSE
NM_010020.3	1	1	FALSE	FALSE
NM_009354.1	1	1	FALSE	FALSE
NM_146047.2	1	1	FALSE	FALSE
NM_027780.1	1	1	FALSE	FALSE
NM_028878.3	1	1	FALSE	FALSE
NM_028186.5	1	1	FALSE	FALSE
NM_001347535.1	1	1	FALSE	FALSE
NM_027704.2	1	1	FALSE	FALSE
NM_001024508.3	1	1	FALSE	FALSE
NM_001308041.1	3	1	TRUE	FALSE
NM_182839.2	1	1	FALSE	FALSE
NM_001081060.1	1	2	FALSE	TRUE
NM_011051.3	1	1	FALSE	FALSE
NM_009644.3	1	1	FALSE	FALSE
NM_001317351.1	1	1	FALSE	FALSE
NM_001033042.3	1	1	FALSE	FALSE
NM_001168659.1	1	1	FALSE	FALSE
NM_001168658.1	2	1	TRUE	FALSE
NM_001081680.1	4	1	TRUE	FALSE
NM_023281.1	2	1	TRUE	FALSE
NM_024201.3	1	1	FALSE	FALSE
NM_146231.1	1	1	FALSE	FALSE
NM_030711.4	1	1	FALSE	FALSE
NR_030451.1	1	3	FALSE	TRUE
NM_053108.4	2	1	TRUE	FALSE
NM_029343.3	1	1	FALSE	FALSE
NM_178916.5	1	1	FALSE	FALSE
NM_001131068.1	1	1	FALSE	FALSE
NM_001131069.1	1	1	FALSE	FALSE
